03/05/2013,52
06/05/2013,54
07/05/2013,55
08/05/2013,55
09/05/2013,56
10/05/2013,58
13/05/2013,68
14/05/2013,71
15/05/2013,70
16/05/2013,71
17/05/2013,73
20/05/2013,76
21/05/2013,76
22/05/2013,79
23/05/2013,79
24/05/2013,80
28/05/2013,86
29/05/2013,87
30/05/2013,87
31/05/2013,88
03/06/2013,86
04/06/2013,84
05/06/2013,86
06/06/2013,75
07/06/2013,74
10/06/2013,68
11/06/2013,49
12/06/2013,41
13/06/2013,34
14/06/2013,36
17/06/2013,28
18/06/2013,24
19/06/2013,25
20/06/2013,26
21/06/2013,24
24/06/2013,21
25/06/2013,18
26/06/2013,16
27/06/2013,23
28/06/2013,21
01/07/2013,22
02/07/2013,25
03/07/2013,24
05/07/2013,27
08/07/2013,30
09/07/2013,35
10/07/2013,37
11/07/2013,38
12/07/2013,39
15/07/2013,44
16/07/2013,46
17/07/2013,48
18/07/2013,54
19/07/2013,51
22/07/2013,58
23/07/2013,58
24/07/2013,60
25/07/2013,62
26/07/2013,58
29/07/2013,60
30/07/2013,65
31/07/2013,67
01/08/2013,62
02/08/2013,63
05/08/2013,65
06/08/2013,64
07/08/2013,66
08/08/2013,60
09/08/2013,60
12/08/2013,64
13/08/2013,60
14/08/2013,57
15/08/2013,58
16/08/2013,60
19/08/2013,45
20/08/2013,47
21/08/2013,49
22/08/2013,50
23/08/2013,33
26/08/2013,32
27/08/2013,27
28/08/2013,27
29/08/2013,26
30/08/2013,32
03/09/2013,20
04/09/2013,22
05/09/2013,24
06/09/2013,21
09/09/2013,32
10/09/2013,34
11/09/2013,36
12/09/2013,38
13/09/2013,39
16/09/2013,46
17/09/2013,45
18/09/2013,47
19/09/2013,49
20/09/2013,50
23/09/2013,54
24/09/2013,55
25/09/2013,57
26/09/2013,58
27/09/2013,60
30/09/2013,48
01/10/2013,51
02/10/2013,39
03/10/2013,36
04/10/2013,38
07/10/2013,36
08/10/2013,40
09/10/2013,38
10/10/2013,21
11/10/2013,35
14/10/2013,31
15/10/2013,33
16/10/2013,34
17/10/2013,35
18/10/2013,36
21/10/2013,40
22/10/2013,45
23/10/2013,42
24/10/2013,49
25/10/2013,51
28/10/2013,58
29/10/2013,58
30/10/2013,60
31/10/2013,61
01/11/2013,62
03/11/2013,63
04/11/2013,63
05/11/2013,63
06/11/2013,63
07/11/2013,64
08/11/2013,64
11/11/2013,66
12/11/2013,66
13/11/2013,67
14/11/2013,69
15/11/2013,70
18/11/2013,67
19/11/2013,65
20/11/2013,66
21/11/2013,67
22/11/2013,68
25/11/2013,72
26/11/2013,73
27/11/2013,71
29/11/2013,65
01/12/2013,68
02/12/2013,65
03/12/2013,65
04/12/2013,66
05/12/2013,66
06/12/2013,67
09/12/2013,68
10/12/2013,69
11/12/2013,69
12/12/2013,68
13/12/2013,68
16/12/2013,58
17/12/2013,45
18/12/2013,56
19/12/2013,59
20/12/2013,39
23/12/2013,45
24/12/2013,47
26/12/2013,51
27/12/2013,55
30/12/2013,58
31/12/2013,60
02/01/2014,65
03/01/2014,68
06/01/2014,69
07/01/2014,70
08/01/2014,71
09/01/2014,73
10/01/2014,74
13/01/2014,70
14/01/2014,67
15/01/2014,67
16/01/2014,66
17/01/2014,67
21/01/2014,71
22/01/2014,72
23/01/2014,68
24/01/2014,67
27/01/2014,71
28/01/2014,60
29/01/2014,47
30/01/2014,62
31/01/2014,57
03/02/2014,21
04/02/2014,15
05/02/2014,18
06/02/2014,20
07/02/2014,18
10/02/2014,19
11/02/2014,21
12/02/2014,24
13/02/2014,25
14/02/2014,30
18/02/2014,34
19/02/2014,37
20/02/2014,36
21/02/2014,39
24/02/2014,41
25/02/2014,44
26/02/2014,39
27/02/2014,48
28/02/2014,49
03/03/2014,55
04/03/2014,56
05/03/2014,56
06/03/2014,58
07/03/2014,59
10/03/2014,62
11/03/2014,59
12/03/2014,60
13/03/2014,69
14/03/2014,72
17/03/2014,77
18/03/2014,75
19/03/2014,78
20/03/2014,80
21/03/2014,73
24/03/2014,50
25/03/2014,51
26/03/2014,53
27/03/2014,54
28/03/2014,54
31/03/2014,50
01/04/2014,48
02/04/2014,41
03/04/2014,43
04/04/2014,44
07/04/2014,50
08/04/2014,52
09/04/2014,54
10/04/2014,56
11/04/2014,44
14/04/2014,34
15/04/2014,26
16/04/2014,24
17/04/2014,25
21/04/2014,27
22/04/2014,31
23/04/2014,33
24/04/2014,35
25/04/2014,35
28/04/2014,38
29/04/2014,41
30/04/2014,43
01/05/2014,39
02/05/2014,35
05/05/2014,33
06/05/2014,31
07/05/2014,32
08/05/2014,33
09/05/2014,34
12/05/2014,31
13/05/2014,34
14/05/2014,36
15/05/2014,38
16/05/2014,40
19/05/2014,53
20/05/2014,27
21/05/2014,31
22/05/2014,22
23/05/2014,24
27/05/2014,35
28/05/2014,31
29/05/2014,33
30/05/2014,37
02/06/2014,40
03/06/2014,43
04/06/2014,46
05/06/2014,48
06/06/2014,50
09/06/2014,57
10/06/2014,60
11/06/2014,62
12/06/2014,66
13/06/2014,68
16/06/2014,79
17/06/2014,81
18/06/2014,81
19/06/2014,83
20/06/2014,85
23/06/2014,89
24/06/2014,88
25/06/2014,85
26/06/2014,84
27/06/2014,86
30/06/2014,90
01/07/2014,91
02/07/2014,91
03/07/2014,94
07/07/2014,93
08/07/2014,82
09/07/2014,84
10/07/2014,78
11/07/2014,78
14/07/2014,84
15/07/2014,86
16/07/2014,82
17/07/2014,68
18/07/2014,79
21/07/2014,35
22/07/2014,48
23/07/2014,55
24/07/2014,43
25/07/2014,39
28/07/2014,42
29/07/2014,42
30/07/2014,41
31/07/2014,17
01/08/2014,32
04/08/2014,7
05/08/2014,8
06/08/2014,8
07/08/2014,6
08/08/2014,7
11/08/2014,11
12/08/2014,12
13/08/2014,13
14/08/2014,14
15/08/2014,14
18/08/2014,20
19/08/2014,23
20/08/2014,25
21/08/2014,27
22/08/2014,32
25/08/2014,36
26/08/2014,32
27/08/2014,33
28/08/2014,33
29/08/2014,34
02/09/2014,39
03/09/2014,42
04/09/2014,44
05/09/2014,45
08/09/2014,47
09/09/2014,47
10/09/2014,49
11/09/2014,48
12/09/2014,48
15/09/2014,46
16/09/2014,42
17/09/2014,42
18/09/2014,42
19/09/2014,41
22/09/2014,37
23/09/2014,31
24/09/2014,41
25/09/2014,27
26/09/2014,9
29/09/2014,14
30/09/2014,8
01/10/2014,7
02/10/2014,7
03/10/2014,6
06/10/2014,5
07/10/2014,6
08/10/2014,5
09/10/2014,4
10/10/2014,3
13/10/2014,2
14/10/2014,3
15/10/2014,4
16/10/2014,4
17/10/2014,6
20/10/2014,8
21/10/2014,9
22/10/2014,10
23/10/2014,12
24/10/2014,12
27/10/2014,15
28/10/2014,16
29/10/2014,20
30/10/2014,21
31/10/2014,25
02/11/2014,28
03/11/2014,34
04/11/2014,36
05/11/2014,34
06/11/2014,36
07/11/2014,38
10/11/2014,45
11/11/2014,51
12/11/2014,53
13/11/2014,49
14/11/2014,51
17/11/2014,57
18/11/2014,59
19/11/2014,58
20/11/2014,56
21/11/2014,55
24/11/2014,55
25/11/2014,56
26/11/2014,55
28/11/2014,59
01/12/2014,61
02/12/2014,62
03/12/2014,63
04/12/2014,62
05/12/2014,61
08/12/2014,54
09/12/2014,58
10/12/2014,59
11/12/2014,62
12/12/2014,60
15/12/2014,54
16/12/2014,29
17/12/2014,32
18/12/2014,24
19/12/2014,23
22/12/2014,36
23/12/2014,37
24/12/2014,39
26/12/2014,41
29/12/2014,46
30/12/2014,45
31/12/2014,46
